,Date,Project,Method,OD260/280,OD260/230,Concentration,Yield(ug)
4735,2021-11-09,RTB-IMI,Chemagen,1.85,2.18,77.6,11.64
4736,2021-10-27,RTB-IMI,Chemagen,1.93,2.22,54.26,8.139
4737,2021-10-22,RTB-IMI,Chemagen,1.93,2.3,117.1,17.565
4738,2021-11-26,RTB-IMI,Chemagen,2.0,2.15,76.8,11.52
4739,2021-10-29,RTB-IMI,Chemagen,2.0,2.28,113.38,17.007
4740,2021-12-15,RTB-IMI,Chemagen,2.05,2.19,42.51,6.3765
4741,2021-11-15,RTB-IMI,Chemagen,1.86,2.2,83.0,12.45
4742,2021-10-08,RTB-IMI,Chemagen,1.83,2.11,72.74,10.911
4743,2021-11-05,RTB-IMI,Chemagen,1.95,2.29,107.29,16.093500000000002
4744,2021-10-29,RTB-IMI,Chemagen,1.94,2.26,147.22,22.083
4745,2021-10-12,RTB-IMI,Chemagen,1.93,2.3,67.47,10.1205
4746,2021-11-17,RTB-IMI,Chemagen,1.95,2.11,128.2,19.23
4747,2021-11-19,RTB-IMI,Chemagen,1.94,2.34,194.14,29.120999999999995
4748,2021-11-19,RTB-IMI,Chemagen,1.93,2.02,96.6,14.49
4749,2021-11-26,RTB-IMI,Chemagen,1.92,2.22,59.06,8.859
4750,2021-11-30,RTB-IMI,Chemagen,1.94,2.16,70.87,10.6305
4751,2021-12-10,RTB-IMI,Chemagen,1.88,1.92,73.7,11.055
4752,2021-11-05,RTB-IMI,Chemagen,1.9,2.21,71.63,10.7445
4753,2021-10-22,RTB-IMI,Chemagen,1.94,1.97,79.77,11.9655
4754,2021-10-12,RTB-IMI,Chemagen,1.93,2.31,75.43,11.314500000000002
4755,2021-11-17,RTB-IMI,Chemagen,1.98,2.31,124.68,18.702
4756,2021-11-30,RTB-IMI,Chemagen,1.99,2.4,65.07,9.760499999999999
4757,2021-12-13,RTB-IMI,Chemagen,1.91,2.15,76.05,11.4075
4758,2021-12-03,RTB-IMI,Chemagen,1.92,2.35,82.61,12.3915
4759,2021-11-23,RTB-IMI,Chemagen,1.84,1.78,109.45,16.4175
4760,2021-11-17,RTB-IMI,Chemagen,1.89,1.97,110.45,16.5675
4761,2021-11-19,RTB-IMI,Chemagen,1.97,2.28,79.67,11.9505
4762,2021-11-23,RTB-IMI,Chemagen,1.88,1.93,93.83,14.0745
4763,2021-10-12,RTB-IMI,Chemagen,1.89,2.27,82.56,12.384
4764,2021-11-09,RTB-IMI,Chemagen,2.06,2.13,118.34,17.751
4765,2021-12-10,RTB-IMI,Chemagen,1.98,2.07,70.44,10.566
4766,2021-12-13,RTB-IMI,Chemagen,1.78,1.79,47.59,7.1385000000000005
4767,2021-11-26,RTB-IMI,Chemagen,1.82,1.9,121.91,18.2865
4768,2021-11-26,RTB-IMI,Chemagen,1.73,1.22,143.48,21.522
4769,2021-10-20,RTB-IMI,Chemagen,1.9,2.06,43.8,6.57
4770,2021-11-09,RTB-IMI,Chemagen,1.93,2.31,104.9,15.735
4771,2021-11-17,RTB-IMI,Chemagen,1.93,2.06,93.1,13.965
4772,2021-10-29,RTB-IMI,Chemagen,2.07,2.27,82.07,12.310499999999998
4773,2021-12-10,RTB-IMI,Chemagen,1.83,1.98,67.03,10.0545
4774,2021-10-22,RTB-IMI,Chemagen,1.88,2.08,84.09,12.6135
4775,2021-10-20,RTB-IMI,Chemagen,1.93,2.1,74.46,11.168999999999999
4776,2021-12-10,RTB-IMI,Chemagen,1.86,2.07,101.52,15.228
4777,2021-11-30,RTB-IMI,Chemagen,2.02,2.29,53.2,7.98
4778,2021-11-05,RTB-IMI,Chemagen,1.93,1.82,131.43,19.7145
4779,2021-12-20,RTB-IMI,Chemagen,1.92,2.3,106.97,16.0455
4780,2021-11-15,RTB-IMI,Chemagen,1.95,1.91,107.89,16.1835
4781,2021-11-15,RTB-IMI,Chemagen,1.99,2.4,76.92,11.538
4782,2021-12-20,RTB-IMI,Chemagen,1.9,2.35,85.5,12.825
4783,2021-11-15,RTB-IMI,Chemagen,1.92,2.24,124.65,18.6975
4784,2021-10-08,RTB-IMI,Chemagen,1.9,1.83,154.86,23.229000000000003
4785,2021-12-13,RTB-IMI,Chemagen,1.89,2.36,169.35,25.4025
4786,2021-11-26,RTB-IMI,Chemagen,1.91,1.95,62.9,9.435
4787,2021-10-22,RTB-IMI,Chemagen,1.91,1.98,109.37,16.4055
4788,2021-11-15,RTB-IMI,Chemagen,1.95,2.37,97.64,14.646
4789,2021-11-15,RTB-IMI,Chemagen,2.09,1.92,67.66,10.149
4790,2021-11-23,RTB-IMI,Chemagen,1.95,2.37,116.53,17.4795
4791,2021-10-15,RTB-IMI,Chemagen,1.93,2.31,48.21,7.2315
4792,2021-11-26,RTB-IMI,Chemagen,2.01,2.38,86.5,12.975
4793,2021-11-02,RTB-IMI,Chemagen,,,,
4794,2021-10-08,RTB-IMI,Chemagen,1.9,2.07,90.74,13.611
4795,2021-11-26,RTB-IMI,Chemagen,1.88,2.11,114.25,17.1375
4796,2021-10-29,RTB-IMI,Chemagen,2.03,2.25,91.81,13.7715
4797,2021-12-20,RTB-IMI,Chemagen,1.96,2.45,94.41,14.1615
4798,2021-11-23,RTB-IMI,Chemagen,1.96,2.05,67.56,10.134
4799,2021-12-10,RTB-IMI,Chemagen,1.9,2.08,58.15,8.7225
4800,2021-11-11,RTB-IMI,Chemagen,1.98,2.47,98.52,14.778
4801,2021-10-29,RTB-IMI,Chemagen,2.05,2.24,84.88,12.732
4802,2021-11-09,RTB-IMI,Chemagen,1.96,2.38,215.71,32.3565
4803,2021-12-20,RTB-IMI,Chemagen,1.92,2.56,71.92,10.788
4804,2021-11-30,RTB-IMI,Chemagen,1.96,2.4,95.57,14.335499999999998
4805,2021-11-26,RTB-IMI,Chemagen,1.84,2.14,123.65,18.5475
4806,2021-12-13,RTB-IMI,Chemagen,1.82,2.29,127.99,19.1985
4807,2021-11-26,RTB-IMI,Chemagen,1.77,2.01,54.44,8.166
4808,2021-12-07,RTB-IMI,Chemagen,1.9,2.23,134.53,20.1795
4809,2021-12-13,RTB-IMI,Chemagen,1.8,1.5,104.0,15.6
4810,2021-10-01,RTB-IMI,Chemagen,1.89,1.58,58.36,8.754
4811,2021-11-17,RTB-IMI,Chemagen,1.98,2.25,100.18,15.027000000000001
4812,2021-11-02,RTB-IMI,Chemagen,,,,
4813,2021-12-24,RTB-IMI,Chemagen,2.23,1.92,64.25,9.6375
4814,2021-11-02,RTB-IMI,Chemagen,,,,
4815,2021-11-15,RTB-IMI,Chemagen,1.93,2.37,152.64,22.895999999999997
4816,2021-11-17,RTB-IMI,Chemagen,1.91,2.05,108.59,16.2885
4817,2021-11-17,RTB-IMI,Chemagen,1.95,2.33,127.62,19.143
4818,2021-11-26,RTB-IMI,Chemagen,2.0,2.21,70.22,10.533
4819,2021-10-20,RTB-IMI,Chemagen,1.94,2.18,93.31,13.9965
4820,2021-10-29,RTB-IMI,Chemagen,1.95,2.27,70.44,10.566
4821,2021-10-12,RTB-IMI,Chemagen,1.76,2.47,54.39,8.1585
4822,2021-11-05,RTB-IMI,Chemagen,1.83,2.18,119.16,17.874
4823,2021-10-15,RTB-IMI,Chemagen,2.0,2.18,91.5,13.725
4824,2021-11-26,RTB-IMI,Chemagen,1.83,1.96,113.91,17.0865
4825,2021-11-17,RTB-IMI,Chemagen,2.06,2.25,59.62,8.943
4826,2021-11-11,RTB-IMI,Chemagen,1.99,2.27,105.88,15.882
4827,2021-12-07,RTB-IMI,Chemagen,1.92,2.17,78.21,11.731499999999999
4828,2021-11-11,RTB-IMI,Chemagen,2.03,2.42,74.25,11.1375
4829,2021-10-12,RTB-IMI,Chemagen,1.93,1.56,101.28,15.192
4830,2021-11-19,RTB-IMI,Chemagen,1.96,2.25,90.14,13.521
4831,2021-10-29,RTB-IMI,Chemagen,2.04,2.19,71.1,10.665
4832,2021-12-03,RTB-IMI,Chemagen,1.86,2.06,67.66,10.149
4833,2021-11-30,RTB-IMI,Chemagen,1.98,2.05,58.43,8.7645
4834,2021-11-05,RTB-IMI,Chemagen,1.93,2.35,183.02,27.453
4835,2021-11-02,RTB-IMI,Chemagen,,,,
4836,2021-12-17,RTB-IMI,Chemagen,2.0,2.16,45.29,6.7935
4837,2021-10-22,RTB-IMI,Chemagen,2.08,1.84,43.22,6.483
4838,2021-10-27,RTB-IMI,Chemagen,1.97,2.29,82.54,12.381000000000002
4839,2021-10-27,RTB-IMI,Chemagen,2.06,2.26,60.04,9.006
4840,2021-12-17,RTB-IMI,Chemagen,1.84,2.05,81.65,12.2475
4841,2021-12-15,RTB-IMI,Chemagen,1.92,2.19,133.52,20.028
4842,2021-11-15,RTB-IMI,Chemagen,1.95,2.33,116.82,17.523
4843,2021-11-02,RTB-IMI,Chemagen,,,,
4844,2021-11-19,RTB-IMI,Chemagen,1.85,2.23,54.41,8.161499999999998
4845,2021-10-15,RTB-IMI,Chemagen,2.0,2.36,88.95,13.3425
4846,2021-11-30,RTB-IMI,Chemagen,1.8,1.7,150.13,22.5195
4847,2021-11-26,RTB-IMI,Chemagen,-0.49,7.58,5.13,0.7695
4848,2021-10-15,RTB-IMI,Chemagen,1.91,1.99,72.87,10.9305
4849,2021-12-10,RTB-IMI,Chemagen,1.95,2.17,96.6,14.49
4850,2021-10-15,RTB-IMI,Chemagen,1.95,1.2,119.49,17.9235
4851,2021-11-02,RTB-IMI,Chemagen,,,,
4852,2021-11-17,RTB-IMI,Chemagen,2.05,2.09,63.19,9.4785
4853,2021-10-29,RTB-IMI,Chemagen,1.99,2.37,109.91,16.4865
4854,2021-11-23,RTB-IMI,Chemagen,1.88,1.68,77.18,11.577000000000002
4855,2021-12-13,RTB-IMI,Chemagen,1.9,2.32,146.59,21.9885
4856,2021-11-30,RTB-IMI,Chemagen,1.95,2.33,84.19,12.6285
4857,2021-11-05,RTB-IMI,Chemagen,1.9,2.15,100.8,15.12
4858,2021-10-15,RTB-IMI,Chemagen,1.94,1.8,99.63,14.9445
4859,2021-11-26,RTB-IMI,Chemagen,1.92,2.2,80.58,12.087
4860,2021-11-02,RTB-IMI,Chemagen,,,,
4861,2021-11-30,RTB-IMI,Chemagen,1.85,1.46,71.94,10.791
4862,2021-12-15,RTB-IMI,Chemagen,1.95,2.31,106.03,15.9045
4863,2021-11-23,RTB-IMI,Chemagen,2.14,1.46,52.62,7.893
4864,2021-11-02,RTB-IMI,Chemagen,,,,
4865,2021-11-30,RTB-IMI,Chemagen,1.95,2.32,83.32,12.497999999999998
4866,2021-12-13,RTB-IMI,Chemagen,1.84,1.55,91.6,13.74
4867,2021-10-27,RTB-IMI,Chemagen,1.99,2.27,109.78,16.467
4868,2021-12-07,RTB-IMI,Chemagen,1.8,1.77,71.34,10.701
4869,2021-10-05,RTB-IMI,Chemagen,1.85,1.87,86.48,12.972
4870,2021-12-13,RTB-IMI,Chemagen,1.91,2.22,99.29,14.893500000000001
4871,2021-12-10,RTB-IMI,Chemagen,1.88,2.22,104.17,15.6255
4872,2021-10-22,RTB-IMI,Chemagen,1.95,2.43,76.18,11.427000000000001
4873,2021-12-07,RTB-IMI,Chemagen,1.9,2.22,111.69,16.7535
4874,2021-11-05,RTB-IMI,Chemagen,1.86,2.11,60.79,9.1185
4875,2021-12-17,RTB-IMI,Chemagen,1.9,1.9,99.23,14.8845
4876,2021-12-10,RTB-IMI,Chemagen,1.94,2.09,146.45,21.9675
4877,2021-12-07,RTB-IMI,Chemagen,1.87,2.04,111.36,16.704
4878,2021-11-26,RTB-IMI,Chemagen,2.06,2.49,83.66,12.549
4879,2021-12-15,RTB-IMI,Chemagen,1.89,1.6,84.04,12.606000000000002
4880,2021-11-19,RTB-IMI,Chemagen,1.86,1.89,126.78,19.017
4881,2021-11-02,RTB-IMI,Chemagen,,,,
4882,2021-11-23,RTB-IMI,Chemagen,2.0,2.18,81.25,12.1875
4883,2021-12-13,RTB-IMI,Chemagen,1.85,1.93,43.66,6.5489999999999995
4884,2021-10-29,RTB-IMI,Chemagen,2.01,0.98,88.69,13.3035
4885,2021-10-01,RTB-IMI,Chemagen,2.06,2.29,42.3,6.345
4886,2021-11-30,RTB-IMI,Chemagen,1.95,2.19,139.03,20.8545
4887,2021-12-24,RTB-IMI,Chemagen,2.0,2.15,44.48,6.671999999999999
4888,2021-11-15,RTB-IMI,Chemagen,1.97,2.26,137.24,20.586
4889,2021-11-02,RTB-IMI,Chemagen,,,,
4890,2021-11-05,RTB-IMI,Chemagen,1.96,2.39,112.61,16.8915
4891,2021-10-20,RTB-IMI,Chemagen,1.89,1.9,67.73,10.1595
4892,2021-11-30,RTB-IMI,Chemagen,1.96,2.43,115.51,17.3265
4893,2021-12-15,RTB-IMI,Chemagen,1.94,1.92,132.64,19.895999999999997
4894,2021-12-13,RTB-IMI,Chemagen,1.93,2.31,79.06,11.859
4895,2021-11-05,RTB-IMI,Chemagen,1.9,2.25,105.51,15.8265
4896,2021-11-02,RTB-IMI,Chemagen,,,,
4897,2021-11-23,RTB-IMI,Chemagen,0.83,14.75,2.48,0.372
4898,2021-12-15,RTB-IMI,Chemagen,1.93,2.13,175.23,26.2845
4899,2021-11-02,RTB-IMI,Chemagen,,,,
4900,2021-12-24,RTB-IMI,Chemagen,1.98,2.37,108.99,16.3485
4901,2021-12-15,RTB-IMI,Chemagen,1.93,2.22,78.1,11.715
4902,2021-11-15,RTB-IMI,Chemagen,1.99,2.19,73.54,11.031000000000002
4903,2021-11-23,RTB-IMI,Chemagen,1.83,1.74,93.39,14.0085
4904,2021-11-09,RTB-IMI,Chemagen,1.88,2.12,108.65,16.2975
4905,2021-10-15,RTB-IMI,Chemagen,1.91,1.84,84.53,12.6795
4906,2021-11-15,RTB-IMI,Chemagen,2.04,2.28,64.78,9.717
4907,2021-12-03,RTB-IMI,Chemagen,1.91,2.21,73.12,10.968
4908,2021-12-13,RTB-IMI,Chemagen,1.81,1.89,106.17,15.9255
4909,2021-10-22,RTB-IMI,Chemagen,1.94,2.13,70.71,10.606499999999999
4910,2021-12-10,RTB-IMI,Chemagen,1.99,2.24,77.67,11.6505
4911,2021-11-05,RTB-IMI,Chemagen,1.93,2.24,64.07,9.610499999999998
4912,2021-11-19,RTB-IMI,Chemagen,2.01,2.14,78.51,11.7765
4913,2021-12-20,RTB-IMI,Chemagen,1.95,2.26,80.98,12.147
4914,2021-10-22,RTB-IMI,Chemagen,1.94,2.22,79.93,11.989500000000001
4915,2021-12-13,RTB-IMI,Chemagen,1.87,2.18,91.87,13.7805
4916,2021-12-10,RTB-IMI,Chemagen,1.95,2.21,96.39,14.4585
4917,2021-11-19,RTB-IMI,Chemagen,1.97,2.23,94.3,14.145
4918,2021-11-11,RTB-IMI,Chemagen,1.94,1.79,95.65,14.3475
4919,2021-11-30,RTB-IMI,Chemagen,2.01,2.48,68.28,10.242
4920,2021-10-05,RTB-IMI,Chemagen,1.75,2.01,57.05,8.5575
4921,2021-12-13,RTB-IMI,Chemagen,1.92,2.11,86.52,12.978
4922,2021-11-05,RTB-IMI,Chemagen,1.89,2.16,77.94,11.691
4923,2021-10-22,RTB-IMI,Chemagen,1.91,1.99,110.0,16.5
4924,2021-12-10,RTB-IMI,Chemagen,1.9,1.97,46.08,6.912
4925,2021-10-22,RTB-IMI,Chemagen,1.89,2.06,56.84,8.526
4926,2021-12-03,RTB-IMI,Chemagen,1.94,2.31,93.65,14.0475
4927,2021-10-27,RTB-IMI,Chemagen,1.93,2.3,73.79,11.068500000000002
4928,2021-11-26,RTB-IMI,Chemagen,1.88,2.25,159.01,23.8515
4929,2021-10-20,RTB-IMI,Chemagen,1.8,2.16,54.13,8.1195
4930,2021-11-30,RTB-IMI,Chemagen,1.9,2.0,93.1,13.965
4931,2021-10-27,RTB-IMI,Chemagen,1.91,2.22,74.6,11.19
4932,2021-11-09,RTB-IMI,Chemagen,1.97,2.28,123.03,18.4545
4933,2021-12-03,RTB-IMI,Chemagen,1.8,1.46,144.34,21.651
4934,2021-10-01,RTB-IMI,Chemagen,1.96,2.35,131.04,19.656
4935,2021-12-10,RTB-IMI,Chemagen,1.93,2.39,78.99,11.8485
4936,2021-12-17,RTB-IMI,Chemagen,1.9,1.86,112.0,16.8
4937,2021-11-26,RTB-IMI,Chemagen,1.84,2.11,49.49,7.4235
4938,2021-12-13,RTB-IMI,Chemagen,1.86,2.22,112.16,16.824
4939,2021-12-13,RTB-IMI,Chemagen,1.86,1.97,142.73,21.4095
4940,2021-12-17,RTB-IMI,Chemagen,1.88,2.21,112.99,16.9485
4941,2021-12-07,RTB-IMI,Chemagen,1.89,2.13,60.08,9.012
4942,2021-10-20,RTB-IMI,Chemagen,1.97,2.11,92.12,13.818
4943,2021-12-07,RTB-IMI,Chemagen,1.93,2.15,98.43,14.764500000000002
4944,2021-12-20,RTB-IMI,Chemagen,1.88,1.89,58.26,8.739
4945,2021-12-10,RTB-IMI,Chemagen,1.81,1.02,122.52,18.378
4946,2021-10-08,RTB-IMI,Chemagen,2.0,2.36,116.61,17.4915
4947,2021-12-07,RTB-IMI,Chemagen,1.84,1.87,109.82,16.473
4948,2021-12-10,RTB-IMI,Chemagen,1.88,2.21,122.67,18.4005
4949,2021-10-22,RTB-IMI,Chemagen,1.92,2.25,101.31,15.1965
4950,2021-11-05,RTB-IMI,Chemagen,1.88,2.29,172.32,25.848
4951,2021-11-11,RTB-IMI,Chemagen,2.16,2.6,51.18,7.677
4952,2021-11-09,RTB-IMI,Chemagen,1.99,2.05,58.85,8.8275
4953,2021-10-08,RTB-IMI,Chemagen,1.84,0.74,126.65,18.9975
4954,2021-11-09,RTB-IMI,Chemagen,1.95,2.01,139.26,20.889
4955,2021-10-12,RTB-IMI,Chemagen,1.86,2.09,70.79,10.618500000000001
4956,2021-11-11,RTB-IMI,Chemagen,1.95,1.84,111.66,16.749
4957,2021-11-02,RTB-IMI,Chemagen,,,,
4958,2021-12-03,RTB-IMI,Chemagen,1.96,2.22,79.9,11.985
4959,2021-10-22,RTB-IMI,Chemagen,2.0,2.29,87.66,13.149
4960,2021-11-30,RTB-IMI,Chemagen,1.96,2.09,115.25,17.2875
4961,2021-12-20,RTB-IMI,Chemagen,1.9,2.12,102.81,15.4215
4962,2021-10-15,RTB-IMI,Chemagen,2.02,2.32,117.4,17.61
4963,2021-12-20,RTB-IMI,Chemagen,2.07,2.29,99.6,14.94
4964,2021-11-26,RTB-IMI,Chemagen,1.93,2.38,129.07,19.3605
4965,2021-11-09,RTB-IMI,Chemagen,1.91,2.21,93.17,13.9755
4966,2021-11-09,RTB-IMI,Chemagen,1.94,2.2,101.96,15.293999999999999
4967,2021-12-13,RTB-IMI,Chemagen,1.93,2.2,60.15,9.0225
4968,2021-10-22,RTB-IMI,Chemagen,1.98,2.24,53.93,8.0895
4969,2021-11-26,RTB-IMI,Chemagen,1.82,1.69,64.19,9.6285
4970,2021-11-26,RTB-IMI,Chemagen,1.83,2.13,74.39,11.1585
4971,2021-11-30,RTB-IMI,Chemagen,1.95,2.32,95.12,14.268
4972,2021-12-17,RTB-IMI,Chemagen,1.91,1.76,168.91,25.3365
4973,2021-10-20,RTB-IMI,Chemagen,1.91,2.2,94.29,14.143500000000001
4974,2021-10-20,RTB-IMI,Chemagen,1.88,1.72,72.28,10.842
4975,2021-12-10,RTB-IMI,Chemagen,1.93,2.3,144.39,21.658499999999997
4976,2021-11-09,RTB-IMI,Chemagen,1.91,2.21,72.06,10.809
4977,2021-12-10,RTB-IMI,Chemagen,1.88,2.16,77.02,11.553
4978,2021-11-15,RTB-IMI,Chemagen,1.95,2.35,169.02,25.353
4979,2021-11-26,RTB-IMI,Chemagen,1.97,2.42,59.54,8.931
4980,2021-10-29,RTB-IMI,Chemagen,2.08,2.28,56.62,8.493
4981,2021-10-20,RTB-IMI,Chemagen,2.01,2.31,115.14,17.271
4982,2021-12-10,RTB-IMI,Chemagen,1.86,1.96,45.06,6.759
4983,2021-11-26,RTB-IMI,Chemagen,1.83,2.15,53.52,8.028
4984,2021-12-10,RTB-IMI,Chemagen,1.89,2.17,98.47,14.7705
4985,2021-12-17,RTB-IMI,Chemagen,1.87,2.21,72.62,10.893
4986,2021-11-30,RTB-IMI,Chemagen,1.87,2.05,43.27,6.490500000000001
4987,2021-10-29,RTB-IMI,Chemagen,1.96,2.15,81.5,12.225
4988,2021-11-26,RTB-IMI,Chemagen,1.91,2.08,68.38,10.257
4989,2021-12-13,RTB-IMI,Chemagen,1.77,1.77,101.61,15.2415
4990,2021-11-05,RTB-IMI,Chemagen,1.86,2.05,130.84,19.626
4991,2021-12-13,RTB-IMI,Chemagen,1.79,1.71,59.96,8.994
4992,2021-11-23,RTB-IMI,Chemagen,1.89,1.84,79.8,11.97
4993,2021-11-30,RTB-IMI,Chemagen,1.9,2.28,110.78,16.617
4994,2021-12-20,RTB-IMI,Chemagen,1.99,2.17,98.3,14.745
4995,2021-12-13,RTB-IMI,Chemagen,1.84,1.87,84.8,12.72
4996,2021-11-09,RTB-IMI,Chemagen,1.96,2.38,93.42,14.013
4997,2021-11-02,RTB-IMI,Chemagen,,,,
4998,2021-11-26,RTB-IMI,Chemagen,1.96,2.32,58.54,8.781
4999,2021-11-02,RTB-IMI,Chemagen,,,,
5000,2021-12-03,RTB-IMI,Chemagen,1.87,1.97,115.27,17.2905
5001,2021-11-26,RTB-IMI,Chemagen,1.89,2.28,168.05,25.2075
5002,2021-11-26,RTB-IMI,Chemagen,1.9,1.91,92.88,13.932
5003,2021-10-15,RTB-IMI,Chemagen,1.91,1.9,107.82,16.173
5004,2021-10-12,RTB-IMI,Chemagen,1.98,1.95,78.77,11.8155
5005,2021-12-20,RTB-IMI,Chemagen,1.88,2.39,131.45,19.7175
5006,2021-11-11,RTB-IMI,Chemagen,2.06,2.59,60.38,9.057
5007,2021-12-03,RTB-IMI,Chemagen,1.9,2.12,102.87,15.4305
5008,2021-10-01,RTB-IMI,Chemagen,1.76,1.39,67.66,10.149
5009,2021-12-10,RTB-IMI,Chemagen,1.88,1.87,113.66,17.049
5010,2021-10-08,RTB-IMI,Chemagen,1.83,1.71,90.83,13.6245
5011,2021-12-15,RTB-IMI,Chemagen,1.94,2.12,78.91,11.8365
5012,2021-12-10,RTB-IMI,Chemagen,1.86,2.12,74.32,11.147999999999998
5013,2021-12-15,RTB-IMI,Chemagen,1.95,2.27,72.27,10.8405
5014,2021-11-05,RTB-IMI,Chemagen,1.85,1.71,66.72,10.008
5015,2021-11-30,RTB-IMI,Chemagen,2.03,2.77,37.96,5.694
5016,2021-10-12,RTB-IMI,Chemagen,1.98,2.17,96.43,14.464500000000001
5017,2021-11-02,RTB-IMI,Chemagen,,,,
5018,2021-11-11,RTB-IMI,Chemagen,2.22,2.97,25.83,3.8744999999999994
5019,2021-11-19,RTB-IMI,Chemagen,1.94,2.25,89.58,13.437
5020,2021-11-17,RTB-IMI,Chemagen,1.93,2.25,125.89,18.8835
5021,2021-10-22,RTB-IMI,Chemagen,1.89,2.06,122.6,18.39
5022,2021-10-08,RTB-IMI,Chemagen,1.9,1.96,113.89,17.0835
5023,2021-11-09,RTB-IMI,Chemagen,1.93,2.15,79.62,11.943
5024,2021-12-10,RTB-IMI,Chemagen,1.87,2.08,76.38,11.457
5025,2021-11-09,RTB-IMI,Chemagen,1.94,2.07,94.75,14.2125
5026,2021-11-23,RTB-IMI,Chemagen,1.92,1.96,97.7,14.655
5027,2021-12-10,RTB-IMI,Chemagen,1.95,2.12,51.17,7.6755
5028,2021-11-26,RTB-IMI,Chemagen,1.9,1.63,62.58,9.387
5029,2021-11-19,RTB-IMI,Chemagen,1.89,1.71,75.0,11.25
5030,2021-11-15,RTB-IMI,Chemagen,2.04,2.38,65.73,9.8595
5031,2021-10-22,RTB-IMI,Chemagen,2.19,2.05,80.44,12.066
5032,2021-12-07,RTB-IMI,Chemagen,1.88,2.04,98.39,14.7585
5033,2021-11-17,RTB-IMI,Chemagen,2.02,2.3,90.14,13.521
5034,2021-11-05,RTB-IMI,Chemagen,1.94,2.39,92.48,13.872
5035,2021-11-11,RTB-IMI,Chemagen,1.98,2.44,93.34,14.001
5036,2021-11-17,RTB-IMI,Chemagen,1.94,2.23,147.57,22.1355
5037,2021-10-22,RTB-IMI,Chemagen,1.83,1.9,80.96,12.143999999999998
5038,2021-11-26,RTB-IMI,Chemagen,1.86,2.12,110.24,16.536
5039,2021-11-05,RTB-IMI,Chemagen,1.94,2.27,96.74,14.511
5040,2021-10-20,RTB-IMI,Chemagen,1.88,1.96,64.5,9.675
5041,2021-11-17,RTB-IMI,Chemagen,1.95,2.06,91.98,13.797
5042,2021-12-13,RTB-IMI,Chemagen,1.89,2.22,82.43,12.364500000000001
5043,2021-11-09,RTB-IMI,Chemagen,2.04,2.29,77.12,11.568
5044,2021-10-22,RTB-IMI,Chemagen,1.99,2.07,104.58,15.687
5045,2021-12-15,RTB-IMI,Chemagen,2.0,2.33,59.71,8.9565
5046,2021-11-23,RTB-IMI,Chemagen,1.88,2.01,119.03,17.8545
5047,2021-12-15,RTB-IMI,Chemagen,1.93,2.24,61.33,9.1995
5048,2021-11-09,RTB-IMI,Chemagen,1.92,2.41,386.5,57.975
5049,2021-11-09,RTB-IMI,Chemagen,1.92,2.2,61.35,9.2025
5050,2021-11-05,RTB-IMI,Chemagen,1.87,2.06,87.14,13.071
5051,2021-12-15,RTB-IMI,Chemagen,1.94,2.33,88.11,13.2165
5052,2021-11-09,RTB-IMI,Chemagen,1.91,2.16,100.77,15.1155
5053,2021-10-01,RTB-IMI,Chemagen,2.07,2.34,80.43,12.064500000000002
5054,2021-11-02,RTB-IMI,Chemagen,,,,
5055,2021-11-02,RTB-IMI,Chemagen,,,,
5056,2021-12-13,RTB-IMI,Chemagen,1.96,2.11,55.79,8.3685
5057,2021-11-26,RTB-IMI,Chemagen,1.85,1.58,65.83,9.8745
5058,2021-12-15,RTB-IMI,Chemagen,2.01,2.28,88.96,13.343999999999998
5059,2021-10-22,RTB-IMI,Chemagen,1.99,2.14,72.21,10.831499999999998
5060,2021-11-26,RTB-IMI,Chemagen,1.84,1.96,56.22,8.433
5061,2021-10-20,RTB-IMI,Chemagen,1.92,2.04,68.4,10.26
5062,2021-12-10,RTB-IMI,Chemagen,1.87,1.7,98.44,14.766
5063,2021-12-17,RTB-IMI,Chemagen,1.84,2.08,61.34,9.201
5064,2021-10-29,RTB-IMI,Chemagen,2.01,2.25,72.68,10.902000000000001
5065,2021-12-10,RTB-IMI,Chemagen,1.95,2.02,56.09,8.4135
5066,2021-12-13,RTB-IMI,Chemagen,1.27,1.57,48.4,7.26
5067,2021-11-26,RTB-IMI,Chemagen,1.88,2.13,95.94,14.391
5068,2021-11-17,RTB-IMI,Chemagen,1.93,1.67,99.85,14.9775
5069,2021-10-27,RTB-IMI,Chemagen,1.98,2.43,66.44,9.966
5070,2021-12-07,RTB-IMI,Chemagen,1.87,2.07,80.21,12.031499999999998
5071,2021-11-26,RTB-IMI,Chemagen,1.87,2.39,109.69,16.4535
5072,2021-10-08,RTB-IMI,Chemagen,1.87,1.79,107.76,16.164
5073,2021-10-29,RTB-IMI,Chemagen,2.09,2.28,69.94,10.491
5074,2021-12-20,RTB-IMI,Chemagen,2.0,2.63,65.94,9.891
5075,2021-12-20,RTB-IMI,Chemagen,1.89,2.39,57.72,8.658
5076,2021-10-29,RTB-IMI,Chemagen,2.01,2.3,112.15,16.8225
5077,2021-12-13,RTB-IMI,Chemagen,1.9,1.81,150.01,22.5015
5078,2021-11-19,RTB-IMI,Chemagen,1.99,2.1,126.61,18.9915
5079,2021-11-05,RTB-IMI,Chemagen,1.93,2.17,90.7,13.605
5080,2021-12-07,RTB-IMI,Chemagen,1.82,2.0,64.29,9.643500000000001
